property,species,foreground,background,enrichment_quantity,fg_bg_pair,enriched,enrichment_state
MAPK signaling pathway,gorilla,no_downstream,genes_with_shadow,0.0,no_downstream | genes_with_shadow,0,not_enriched
MAPK signaling pathway,gorilla,genes_with_shadow,no_bg,1.0957,genes_with_shadow | no_bg,1,enriched
MAPK signaling pathway,gorilla,genes_with_shadow,all_genes,0.0,genes_with_shadow | all_genes,0,not_enriched
MAPK signaling pathway,gorilla,genes_with_shadow,genes_with_shadow,0.0,genes_with_shadow | genes_with_shadow,0,not_enriched
MAPK signaling pathway,gorilla,genes_without_shadow,no_bg,0.0,genes_without_shadow | no_bg,0,not_enriched
MAPK signaling pathway,gorilla,genes_without_shadow,all_genes,0.0,genes_without_shadow | all_genes,0,not_enriched
MAPK signaling pathway,gorilla,genes_without_shadow,genes_with_shadow,0.0,genes_without_shadow | genes_with_shadow,0,not_enriched
MAPK signaling pathway,sorangutan,symmetric_shadow,no_bg,0.0,symmetric_shadow | no_bg,0,not_enriched
MAPK signaling pathway,sorangutan,symmetric_shadow,all_genes,0.0,symmetric_shadow | all_genes,0,not_enriched
MAPK signaling pathway,sorangutan,symmetric_shadow,genes_with_shadow,0.0,symmetric_shadow | genes_with_shadow,0,not_enriched
MAPK signaling pathway,sorangutan,no_upstream,no_bg,0.0,no_upstream | no_bg,0,not_enriched
MAPK signaling pathway,sorangutan,no_upstream,all_genes,0.0,no_upstream | all_genes,0,not_enriched
MAPK signaling pathway,sorangutan,no_upstream,genes_with_shadow,0.0,no_upstream | genes_with_shadow,0,not_enriched
MAPK signaling pathway,sorangutan,no_downstream,no_bg,1.0188,no_downstream | no_bg,1,enriched
MAPK signaling pathway,sorangutan,no_downstream,all_genes,0.0,no_downstream | all_genes,0,not_enriched
MAPK signaling pathway,sorangutan,no_downstream,genes_with_shadow,0.0,no_downstream | genes_with_shadow,0,not_enriched
MAPK signaling pathway,sorangutan,genes_with_shadow,no_bg,1.0533,genes_with_shadow | no_bg,1,enriched
MAPK signaling pathway,sorangutan,genes_with_shadow,all_genes,0.0,genes_with_shadow | all_genes,0,not_enriched
MAPK signaling pathway,sorangutan,genes_with_shadow,genes_with_shadow,0.0,genes_with_shadow | genes_with_shadow,0,not_enriched
MAPK signaling pathway,sorangutan,genes_without_shadow,no_bg,0.0,genes_without_shadow | no_bg,0,not_enriched
MAPK signaling pathway,sorangutan,genes_without_shadow,all_genes,0.0,genes_without_shadow | all_genes,0,not_enriched
MAPK signaling pathway,sorangutan,genes_without_shadow,genes_with_shadow,0.0,genes_without_shadow | genes_with_shadow,0,not_enriched
MAPK signaling pathway,chimpanzee,symmetric_shadow,no_bg,0.5996,symmetric_shadow | no_bg,1,enriched
MAPK signaling pathway,chimpanzee,symmetric_shadow,all_genes,0.0,symmetric_shadow | all_genes,0,not_enriched
MAPK signaling pathway,chimpanzee,symmetric_shadow,genes_with_shadow,0.0,symmetric_shadow | genes_with_shadow,0,not_enriched
MAPK signaling pathway,chimpanzee,no_upstream,no_bg,0.908,no_upstream | no_bg,1,enriched
MAPK signaling pathway,chimpanzee,no_upstream,all_genes,0.0,no_upstream | all_genes,0,not_enriched
MAPK signaling pathway,chimpanzee,no_upstream,genes_with_shadow,0.0,no_upstream | genes_with_shadow,0,not_enriched
MAPK signaling pathway,chimpanzee,no_downstream,no_bg,1.073,no_downstream | no_bg,1,enriched
MAPK signaling pathway,chimpanzee,no_downstream,all_genes,0.0,no_downstream | all_genes,0,not_enriched
MAPK signaling pathway,chimpanzee,no_downstream,genes_with_shadow,0.0,no_downstream | genes_with_shadow,0,not_enriched
MAPK signaling pathway,chimpanzee,genes_with_shadow,no_bg,1.1094,genes_with_shadow | no_bg,1,enriched
MAPK signaling pathway,chimpanzee,genes_with_shadow,all_genes,0.0,genes_with_shadow | all_genes,0,not_enriched
MAPK signaling pathway,chimpanzee,genes_with_shadow,genes_with_shadow,0.0,genes_with_shadow | genes_with_shadow,0,not_enriched
MAPK signaling pathway,chimpanzee,genes_without_shadow,no_bg,0.0,genes_without_shadow | no_bg,0,not_enriched
MAPK signaling pathway,chimpanzee,genes_without_shadow,all_genes,0.0,genes_without_shadow | all_genes,0,not_enriched
MAPK signaling pathway,chimpanzee,genes_without_shadow,genes_with_shadow,0.0,genes_without_shadow | genes_with_shadow,0,not_enriched
MAPK signaling pathway,human,symmetric_shadow,no_bg,0.6442,symmetric_shadow | no_bg,1,enriched
MAPK signaling pathway,human,symmetric_shadow,all_genes,0.5881,symmetric_shadow | all_genes,1,enriched
MAPK signaling pathway,human,symmetric_shadow,genes_with_shadow,0.5866,symmetric_shadow | genes_with_shadow,1,enriched
MAPK signaling pathway,human,no_upstream,no_bg,0.0,no_upstream | no_bg,0,not_enriched
MAPK signaling pathway,human,no_upstream,all_genes,0.0,no_upstream | all_genes,0,not_enriched
MAPK signaling pathway,human,no_upstream,genes_with_shadow,0.0,no_upstream | genes_with_shadow,0,not_enriched
MAPK signaling pathway,human,no_downstream,no_bg,1.0675,no_downstream | no_bg,1,enriched
MAPK signaling pathway,human,no_downstream,all_genes,0.0,no_downstream | all_genes,0,not_enriched
MAPK signaling pathway,human,no_downstream,genes_with_shadow,0.0,no_downstream | genes_with_shadow,0,not_enriched
MAPK signaling pathway,human,genes_with_shadow,no_bg,1.093,genes_with_shadow | no_bg,1,enriched
MAPK signaling pathway,human,genes_with_shadow,all_genes,0.0,genes_with_shadow | all_genes,0,not_enriched
MAPK signaling pathway,human,genes_with_shadow,genes_with_shadow,0.0,genes_with_shadow | genes_with_shadow,0,not_enriched
MAPK signaling pathway,human,genes_without_shadow,no_bg,0.0,genes_without_shadow | no_bg,0,not_enriched
MAPK signaling pathway,human,genes_without_shadow,all_genes,0.0,genes_without_shadow | all_genes,0,not_enriched
MAPK signaling pathway,human,genes_without_shadow,genes_with_shadow,0.0,genes_without_shadow | genes_with_shadow,0,not_enriched
MAPK signaling pathway,gibbon,symmetric_shadow,no_bg,0.6061,symmetric_shadow | no_bg,1,enriched
MAPK signaling pathway,gibbon,symmetric_shadow,all_genes,0.0,symmetric_shadow | all_genes,0,not_enriched
MAPK signaling pathway,gibbon,symmetric_shadow,genes_with_shadow,0.0,symmetric_shadow | genes_with_shadow,0,not_enriched
MAPK signaling pathway,gibbon,no_upstream,no_bg,0.0,no_upstream | no_bg,0,not_enriched
MAPK signaling pathway,gibbon,no_upstream,all_genes,0.0,no_upstream | all_genes,0,not_enriched
MAPK signaling pathway,gibbon,no_upstream,genes_with_shadow,0.0,no_upstream | genes_with_shadow,0,not_enriched
MAPK signaling pathway,gibbon,no_downstream,no_bg,1.0765,no_downstream | no_bg,1,enriched
MAPK signaling pathway,gibbon,no_downstream,all_genes,0.0,no_downstream | all_genes,0,not_enriched
MAPK signaling pathway,gibbon,no_downstream,genes_with_shadow,0.0,no_downstream | genes_with_shadow,0,not_enriched
MAPK signaling pathway,gibbon,genes_with_shadow,no_bg,1.0894,genes_with_shadow | no_bg,1,enriched
MAPK signaling pathway,gibbon,genes_with_shadow,all_genes,0.0,genes_with_shadow | all_genes,0,not_enriched
MAPK signaling pathway,gibbon,genes_with_shadow,genes_with_shadow,0.0,genes_with_shadow | genes_with_shadow,0,not_enriched
MAPK signaling pathway,gibbon,genes_without_shadow,no_bg,0.0,genes_without_shadow | no_bg,0,not_enriched
MAPK signaling pathway,gibbon,genes_without_shadow,all_genes,0.0,genes_without_shadow | all_genes,0,not_enriched
MAPK signaling pathway,gibbon,genes_without_shadow,genes_with_shadow,0.0,genes_without_shadow | genes_with_shadow,0,not_enriched
Reg. of actin cytoskeleton,bonobo,symmetric_shadow,no_bg,0.6183,symmetric_shadow | no_bg,1,enriched
Reg. of actin cytoskeleton,bonobo,symmetric_shadow,all_genes,0.0,symmetric_shadow | all_genes,0,not_enriched
Reg. of actin cytoskeleton,bonobo,symmetric_shadow,genes_with_shadow,0.0,symmetric_shadow | genes_with_shadow,0,not_enriched
Reg. of actin cytoskeleton,bonobo,no_upstream,no_bg,0.9441,no_upstream | no_bg,1,enriched
Reg. of actin cytoskeleton,bonobo,no_upstream,all_genes,0.0,no_upstream | all_genes,0,not_enriched
Reg. of actin cytoskeleton,bonobo,no_upstream,genes_with_shadow,0.0,no_upstream | genes_with_shadow,0,not_enriched
Reg. of actin cytoskeleton,bonobo,no_downstream,no_bg,0.0,no_downstream | no_bg,0,not_enriched
Reg. of actin cytoskeleton,bonobo,no_downstream,all_genes,0.0,no_downstream | all_genes,0,not_enriched
Reg. of actin cytoskeleton,bonobo,no_downstream,genes_with_shadow,0.0,no_downstream | genes_with_shadow,0,not_enriched
Reg. of actin cytoskeleton,bonobo,genes_with_shadow,no_bg,1.0679,genes_with_shadow | no_bg,1,enriched
Reg. of actin cytoskeleton,bonobo,genes_with_shadow,all_genes,0.0,genes_with_shadow | all_genes,0,not_enriched
Reg. of actin cytoskeleton,bonobo,genes_with_shadow,genes_with_shadow,0.0,genes_with_shadow | genes_with_shadow,0,not_enriched
Reg. of actin cytoskeleton,bonobo,genes_without_shadow,no_bg,0.0,genes_without_shadow | no_bg,0,not_enriched
Reg. of actin cytoskeleton,bonobo,genes_without_shadow,all_genes,0.0,genes_without_shadow | all_genes,0,not_enriched
Reg. of actin cytoskeleton,bonobo,genes_without_shadow,genes_with_shadow,0.0,genes_without_shadow | genes_with_shadow,0,not_enriched
Reg. of actin cytoskeleton,borangutan,symmetric_shadow,no_bg,0.6069,symmetric_shadow | no_bg,1,enriched
Reg. of actin cytoskeleton,borangutan,symmetric_shadow,all_genes,0.0,symmetric_shadow | all_genes,0,not_enriched
Reg. of actin cytoskeleton,borangutan,symmetric_shadow,genes_with_shadow,0.0,symmetric_shadow | genes_with_shadow,0,not_enriched
Reg. of actin cytoskeleton,borangutan,no_upstream,no_bg,0.0,no_upstream | no_bg,0,not_enriched
Reg. of actin cytoskeleton,borangutan,no_upstream,all_genes,0.0,no_upstream | all_genes,0,not_enriched
Reg. of actin cytoskeleton,borangutan,no_upstream,genes_with_shadow,0.0,no_upstream | genes_with_shadow,0,not_enriched
Reg. of actin cytoskeleton,borangutan,no_downstream,no_bg,0.0,no_downstream | no_bg,0,not_enriched
Reg. of actin cytoskeleton,borangutan,no_downstream,all_genes,0.0,no_downstream | all_genes,0,not_enriched
Reg. of actin cytoskeleton,borangutan,no_downstream,genes_with_shadow,0.0,no_downstream | genes_with_shadow,0,not_enriched
Reg. of actin cytoskeleton,borangutan,genes_with_shadow,no_bg,1.0606,genes_with_shadow | no_bg,1,enriched
Reg. of actin cytoskeleton,borangutan,genes_with_shadow,all_genes,0.0,genes_with_shadow | all_genes,0,not_enriched
Reg. of actin cytoskeleton,borangutan,genes_with_shadow,genes_with_shadow,0.0,genes_with_shadow | genes_with_shadow,0,not_enriched
Reg. of actin cytoskeleton,borangutan,genes_without_shadow,no_bg,0.0,genes_without_shadow | no_bg,0,not_enriched
Reg. of actin cytoskeleton,borangutan,genes_without_shadow,all_genes,0.0,genes_without_shadow | all_genes,0,not_enriched
Reg. of actin cytoskeleton,borangutan,genes_without_shadow,genes_with_shadow,0.0,genes_without_shadow | genes_with_shadow,0,not_enriched
Reg. of actin cytoskeleton,gorilla,symmetric_shadow,no_bg,0.0,symmetric_shadow | no_bg,0,not_enriched
Reg. of actin cytoskeleton,gorilla,symmetric_shadow,all_genes,0.0,symmetric_shadow | all_genes,0,not_enriched
Reg. of actin cytoskeleton,gorilla,symmetric_shadow,genes_with_shadow,0.0,symmetric_shadow | genes_with_shadow,0,not_enriched
Reg. of actin cytoskeleton,gorilla,no_upstream,no_bg,0.9959,no_upstream | no_bg,1,enriched
Reg. of actin cytoskeleton,gorilla,no_upstream,all_genes,0.0,no_upstream | all_genes,0,not_enriched
Reg. of actin cytoskeleton,gorilla,no_upstream,genes_with_shadow,0.0,no_upstream | genes_with_shadow,0,not_enriched
Reg. of actin cytoskeleton,gorilla,no_downstream,no_bg,0.9934,no_downstream | no_bg,1,enriched
Reg. of actin cytoskeleton,gorilla,no_downstream,all_genes,0.0,no_downstream | all_genes,0,not_enriched
Reg. of actin cytoskeleton,gorilla,no_downstream,genes_with_shadow,0.0,no_downstream | genes_with_shadow,0,not_enriched
Reg. of actin cytoskeleton,gorilla,genes_with_shadow,no_bg,1.0686,genes_with_shadow | no_bg,1,enriched
Reg. of actin cytoskeleton,gorilla,genes_with_shadow,all_genes,0.0,genes_with_shadow | all_genes,0,not_enriched
Reg. of actin cytoskeleton,gorilla,genes_with_shadow,genes_with_shadow,0.0,genes_with_shadow | genes_with_shadow,0,not_enriched
Reg. of actin cytoskeleton,gorilla,genes_without_shadow,no_bg,0.0,genes_without_shadow | no_bg,0,not_enriched
Reg. of actin cytoskeleton,gorilla,genes_without_shadow,all_genes,0.0,genes_without_shadow | all_genes,0,not_enriched
Reg. of actin cytoskeleton,gorilla,genes_without_shadow,genes_with_shadow,0.0,genes_without_shadow | genes_with_shadow,0,not_enriched
Reg. of actin cytoskeleton,sorangutan,symmetric_shadow,no_bg,0.0,symmetric_shadow | no_bg,0,not_enriched
Reg. of actin cytoskeleton,sorangutan,symmetric_shadow,all_genes,0.0,symmetric_shadow | all_genes,0,not_enriched
Reg. of actin cytoskeleton,sorangutan,symmetric_shadow,genes_with_shadow,0.0,symmetric_shadow | genes_with_shadow,0,not_enriched
Reg. of actin cytoskeleton,sorangutan,no_upstream,no_bg,0.0,no_upstream | no_bg,0,not_enriched
Reg. of actin cytoskeleton,sorangutan,no_upstream,all_genes,0.0,no_upstream | all_genes,0,not_enriched
Reg. of actin cytoskeleton,sorangutan,no_upstream,genes_with_shadow,0.0,no_upstream | genes_with_shadow,0,not_enriched
Reg. of actin cytoskeleton,sorangutan,no_downstream,no_bg,0.0,no_downstream | no_bg,0,not_enriched
Reg. of actin cytoskeleton,sorangutan,no_downstream,all_genes,0.0,no_downstream | all_genes,0,not_enriched
Reg. of actin cytoskeleton,sorangutan,no_downstream,genes_with_shadow,0.0,no_downstream | genes_with_shadow,0,not_enriched
Reg. of actin cytoskeleton,sorangutan,genes_with_shadow,no_bg,1.055,genes_with_shadow | no_bg,1,enriched
Reg. of actin cytoskeleton,sorangutan,genes_with_shadow,all_genes,0.0,genes_with_shadow | all_genes,0,not_enriched
Reg. of actin cytoskeleton,sorangutan,genes_with_shadow,genes_with_shadow,0.0,genes_with_shadow | genes_with_shadow,0,not_enriched
Reg. of actin cytoskeleton,sorangutan,genes_without_shadow,no_bg,0.0,genes_without_shadow | no_bg,0,not_enriched
Reg. of actin cytoskeleton,sorangutan,genes_without_shadow,all_genes,0.0,genes_without_shadow | all_genes,0,not_enriched
Reg. of actin cytoskeleton,sorangutan,genes_without_shadow,genes_with_shadow,0.0,genes_without_shadow | genes_with_shadow,0,not_enriched
Reg. of actin cytoskeleton,chimpanzee,symmetric_shadow,no_bg,0.6182,symmetric_shadow | no_bg,1,enriched
Reg. of actin cytoskeleton,chimpanzee,symmetric_shadow,all_genes,0.0,symmetric_shadow | all_genes,0,not_enriched
Reg. of actin cytoskeleton,chimpanzee,symmetric_shadow,genes_with_shadow,0.0,symmetric_shadow | genes_with_shadow,0,not_enriched
Reg. of actin cytoskeleton,chimpanzee,no_upstream,no_bg,0.9553,no_upstream | no_bg,1,enriched
Reg. of actin cytoskeleton,chimpanzee,no_upstream,all_genes,0.0,no_upstream | all_genes,0,not_enriched
Reg. of actin cytoskeleton,chimpanzee,no_upstream,genes_with_shadow,0.0,no_upstream | genes_with_shadow,0,not_enriched
Reg. of actin cytoskeleton,chimpanzee,no_downstream,no_bg,0.0,no_downstream | no_bg,0,not_enriched
Reg. of actin cytoskeleton,chimpanzee,no_downstream,all_genes,0.0,no_downstream | all_genes,0,not_enriched
Reg. of actin cytoskeleton,chimpanzee,no_downstream,genes_with_shadow,0.0,no_downstream | genes_with_shadow,0,not_enriched
Reg. of actin cytoskeleton,chimpanzee,genes_with_shadow,no_bg,1.1048,genes_with_shadow | no_bg,1,enriched
Reg. of actin cytoskeleton,chimpanzee,genes_with_shadow,all_genes,0.0,genes_with_shadow | all_genes,0,not_enriched
Reg. of actin cytoskeleton,chimpanzee,genes_with_shadow,genes_with_shadow,0.0,genes_with_shadow | genes_with_shadow,0,not_enriched
Reg. of actin cytoskeleton,chimpanzee,genes_without_shadow,no_bg,0.0,genes_without_shadow | no_bg,0,not_enriched
Reg. of actin cytoskeleton,chimpanzee,genes_without_shadow,all_genes,0.0,genes_without_shadow | all_genes,0,not_enriched
Reg. of actin cytoskeleton,chimpanzee,genes_without_shadow,genes_with_shadow,0.0,genes_without_shadow | genes_with_shadow,0,not_enriched
Reg. of actin cytoskeleton,human,symmetric_shadow,no_bg,0.6623,symmetric_shadow | no_bg,1,enriched
Reg. of actin cytoskeleton,human,symmetric_shadow,all_genes,0.6056,symmetric_shadow | all_genes,1,enriched
Reg. of actin cytoskeleton,human,symmetric_shadow,genes_with_shadow,0.604,symmetric_shadow | genes_with_shadow,1,enriched
Reg. of actin cytoskeleton,human,no_upstream,no_bg,0.9329,no_upstream | no_bg,1,enriched
Reg. of actin cytoskeleton,human,no_upstream,all_genes,0.0,no_upstream | all_genes,0,not_enriched
Reg. of actin cytoskeleton,human,no_upstream,genes_with_shadow,0.0,no_upstream | genes_with_shadow,0,not_enriched
Reg. of actin cytoskeleton,human,no_downstream,no_bg,0.0,no_downstream | no_bg,0,not_enriched
Reg. of actin cytoskeleton,human,no_downstream,all_genes,0.0,no_downstream | all_genes,0,not_enriched
Reg. of actin cytoskeleton,human,no_downstream,genes_with_shadow,0.0,no_downstream | genes_with_shadow,0,not_enriched
Reg. of actin cytoskeleton,human,genes_with_shadow,no_bg,1.0897,genes_with_shadow | no_bg,1,enriched
Reg. of actin cytoskeleton,human,genes_with_shadow,all_genes,0.0,genes_with_shadow | all_genes,0,not_enriched
Reg. of actin cytoskeleton,human,genes_with_shadow,genes_with_shadow,0.0,genes_with_shadow | genes_with_shadow,0,not_enriched
Reg. of actin cytoskeleton,human,genes_without_shadow,no_bg,0.0,genes_without_shadow | no_bg,0,not_enriched
Reg. of actin cytoskeleton,human,genes_without_shadow,all_genes,0.0,genes_without_shadow | all_genes,0,not_enriched
Reg. of actin cytoskeleton,human,genes_without_shadow,genes_with_shadow,0.0,genes_without_shadow | genes_with_shadow,0,not_enriched
Reg. of actin cytoskeleton,gibbon,symmetric_shadow,no_bg,0.6823,symmetric_shadow | no_bg,1,enriched
Reg. of actin cytoskeleton,gibbon,symmetric_shadow,all_genes,0.6039,symmetric_shadow | all_genes,1,enriched
Reg. of actin cytoskeleton,gibbon,symmetric_shadow,genes_with_shadow,0.0,symmetric_shadow | genes_with_shadow,0,not_enriched
Reg. of actin cytoskeleton,gibbon,no_upstream,no_bg,0.9167,no_upstream | no_bg,1,enriched
Reg. of actin cytoskeleton,gibbon,no_upstream,all_genes,0.0,no_upstream | all_genes,0,not_enriched
Reg. of actin cytoskeleton,gibbon,no_upstream,genes_with_shadow,0.0,no_upstream | genes_with_shadow,0,not_enriched
Reg. of actin cytoskeleton,gibbon,no_downstream,no_bg,1.0219,no_downstream | no_bg,1,enriched
Reg. of actin cytoskeleton,gibbon,no_downstream,all_genes,0.0,no_downstream | all_genes,0,not_enriched
Reg. of actin cytoskeleton,gibbon,no_downstream,genes_with_shadow,0.0,no_downstream | genes_with_shadow,0,not_enriched
Reg. of actin cytoskeleton,gibbon,genes_with_shadow,no_bg,1.0866,genes_with_shadow | no_bg,1,enriched
Reg. of actin cytoskeleton,gibbon,genes_with_shadow,all_genes,0.0,genes_with_shadow | all_genes,0,not_enriched
Reg. of actin cytoskeleton,gibbon,genes_with_shadow,genes_with_shadow,0.0,genes_with_shadow | genes_with_shadow,0,not_enriched
Reg. of actin cytoskeleton,gibbon,genes_without_shadow,no_bg,0.0,genes_without_shadow | no_bg,0,not_enriched
Reg. of actin cytoskeleton,gibbon,genes_without_shadow,all_genes,0.0,genes_without_shadow | all_genes,0,not_enriched
Reg. of actin cytoskeleton,gibbon,genes_without_shadow,genes_with_shadow,0.0,genes_without_shadow | genes_with_shadow,0,not_enriched
Neuroactive ligand-receptor interaction,bonobo,symmetric_shadow,no_bg,0.0,symmetric_shadow | no_bg,0,not_enriched
Neuroactive ligand-receptor interaction,bonobo,symmetric_shadow,all_genes,0.0,symmetric_shadow | all_genes,0,not_enriched
Neuroactive ligand-receptor interaction,bonobo,symmetric_shadow,genes_with_shadow,0.0,symmetric_shadow | genes_with_shadow,0,not_enriched
Neuroactive ligand-receptor interaction,bonobo,no_upstream,no_bg,0.0,no_upstream | no_bg,0,not_enriched
Neuroactive ligand-receptor interaction,bonobo,no_upstream,all_genes,0.0,no_upstream | all_genes,0,not_enriched
Neuroactive ligand-receptor interaction,bonobo,no_upstream,genes_with_shadow,0.0,no_upstream | genes_with_shadow,0,not_enriched
Neuroactive ligand-receptor interaction,bonobo,no_downstream,no_bg,1.0257,no_downstream | no_bg,1,enriched
Neuroactive ligand-receptor interaction,bonobo,no_downstream,all_genes,0.0,no_downstream | all_genes,0,not_enriched
Neuroactive ligand-receptor interaction,bonobo,no_downstream,genes_with_shadow,0.0,no_downstream | genes_with_shadow,0,not_enriched
Neuroactive ligand-receptor interaction,bonobo,genes_with_shadow,no_bg,1.0607,genes_with_shadow | no_bg,1,enriched
Neuroactive ligand-receptor interaction,bonobo,genes_with_shadow,all_genes,0.0,genes_with_shadow | all_genes,0,not_enriched
Neuroactive ligand-receptor interaction,bonobo,genes_with_shadow,genes_with_shadow,0.0,genes_with_shadow | genes_with_shadow,0,not_enriched
Neuroactive ligand-receptor interaction,bonobo,genes_without_shadow,no_bg,0.0,genes_without_shadow | no_bg,0,not_enriched
Neuroactive ligand-receptor interaction,bonobo,genes_without_shadow,all_genes,0.0,genes_without_shadow | all_genes,0,not_enriched
Neuroactive ligand-receptor interaction,bonobo,genes_without_shadow,genes_with_shadow,0.0,genes_without_shadow | genes_with_shadow,0,not_enriched
Neuroactive ligand-receptor interaction,borangutan,symmetric_shadow,no_bg,0.0,symmetric_shadow | no_bg,0,not_enriched
Neuroactive ligand-receptor interaction,borangutan,symmetric_shadow,all_genes,0.0,symmetric_shadow | all_genes,0,not_enriched
Neuroactive ligand-receptor interaction,borangutan,symmetric_shadow,genes_with_shadow,0.0,symmetric_shadow | genes_with_shadow,0,not_enriched
Neuroactive ligand-receptor interaction,borangutan,no_upstream,no_bg,0.0,no_upstream | no_bg,0,not_enriched
Neuroactive ligand-receptor interaction,borangutan,no_upstream,all_genes,0.0,no_upstream | all_genes,0,not_enriched
Neuroactive ligand-receptor interaction,borangutan,no_upstream,genes_with_shadow,0.0,no_upstream | genes_with_shadow,0,not_enriched
Neuroactive ligand-receptor interaction,borangutan,no_downstream,no_bg,1.011,no_downstream | no_bg,1,enriched
Neuroactive ligand-receptor interaction,borangutan,no_downstream,all_genes,0.0,no_downstream | all_genes,0,not_enriched
Neuroactive ligand-receptor interaction,borangutan,no_downstream,genes_with_shadow,0.0,no_downstream | genes_with_shadow,0,not_enriched
Neuroactive ligand-receptor interaction,borangutan,genes_with_shadow,no_bg,1.0446,genes_with_shadow | no_bg,1,enriched
Neuroactive ligand-receptor interaction,borangutan,genes_with_shadow,all_genes,0.0,genes_with_shadow | all_genes,0,not_enriched
Neuroactive ligand-receptor interaction,borangutan,genes_with_shadow,genes_with_shadow,0.0,genes_with_shadow | genes_with_shadow,0,not_enriched
Neuroactive ligand-receptor interaction,borangutan,genes_without_shadow,no_bg,0.0,genes_without_shadow | no_bg,0,not_enriched
Neuroactive ligand-receptor interaction,borangutan,genes_without_shadow,all_genes,0.0,genes_without_shadow | all_genes,0,not_enriched
Neuroactive ligand-receptor interaction,borangutan,genes_without_shadow,genes_with_shadow,0.0,genes_without_shadow | genes_with_shadow,0,not_enriched
Neuroactive ligand-receptor interaction,gorilla,symmetric_shadow,no_bg,0.0,symmetric_shadow | no_bg,0,not_enriched
Neuroactive ligand-receptor interaction,gorilla,symmetric_shadow,all_genes,0.0,symmetric_shadow | all_genes,0,not_enriched
Neuroactive ligand-receptor interaction,gorilla,symmetric_shadow,genes_with_shadow,0.0,symmetric_shadow | genes_with_shadow,0,not_enriched
Neuroactive ligand-receptor interaction,gorilla,no_upstream,no_bg,0.0,no_upstream | no_bg,0,not_enriched
Neuroactive ligand-receptor interaction,gorilla,no_upstream,all_genes,0.0,no_upstream | all_genes,0,not_enriched
Neuroactive ligand-receptor interaction,gorilla,no_upstream,genes_with_shadow,0.0,no_upstream | genes_with_shadow,0,not_enriched
Neuroactive ligand-receptor interaction,gorilla,no_downstream,no_bg,1.0202,no_downstream | no_bg,1,enriched
Neuroactive ligand-receptor interaction,gorilla,no_downstream,all_genes,0.0,no_downstream | all_genes,0,not_enriched
Neuroactive ligand-receptor interaction,gorilla,no_downstream,genes_with_shadow,0.0,no_downstream | genes_with_shadow,0,not_enriched
Neuroactive ligand-receptor interaction,gorilla,genes_with_shadow,no_bg,1.069,genes_with_shadow | no_bg,1,enriched
Neuroactive ligand-receptor interaction,gorilla,genes_with_shadow,all_genes,0.0,genes_with_shadow | all_genes,0,not_enriched
Neuroactive ligand-receptor interaction,gorilla,genes_with_shadow,genes_with_shadow,0.0,genes_with_shadow | genes_with_shadow,0,not_enriched
Neuroactive ligand-receptor interaction,gorilla,genes_without_shadow,no_bg,0.0,genes_without_shadow | no_bg,0,not_enriched
Neuroactive ligand-receptor interaction,gorilla,genes_without_shadow,all_genes,0.0,genes_without_shadow | all_genes,0,not_enriched
Neuroactive ligand-receptor interaction,gorilla,genes_without_shadow,genes_with_shadow,0.0,genes_without_shadow | genes_with_shadow,0,not_enriched
Neuroactive ligand-receptor interaction,sorangutan,symmetric_shadow,no_bg,0.0,symmetric_shadow | no_bg,0,not_enriched
Neuroactive ligand-receptor interaction,sorangutan,symmetric_shadow,all_genes,0.0,symmetric_shadow | all_genes,0,not_enriched
Neuroactive ligand-receptor interaction,sorangutan,symmetric_shadow,genes_with_shadow,0.0,symmetric_shadow | genes_with_shadow,0,not_enriched
Neuroactive ligand-receptor interaction,sorangutan,no_upstream,no_bg,0.0,no_upstream | no_bg,0,not_enriched
Neuroactive ligand-receptor interaction,sorangutan,no_upstream,all_genes,0.0,no_upstream | all_genes,0,not_enriched
Neuroactive ligand-receptor interaction,sorangutan,no_upstream,genes_with_shadow,0.0,no_upstream | genes_with_shadow,0,not_enriched
Neuroactive ligand-receptor interaction,sorangutan,no_downstream,no_bg,1.0008,no_downstream | no_bg,1,enriched
Neuroactive ligand-receptor interaction,sorangutan,no_downstream,all_genes,0.0,no_downstream | all_genes,0,not_enriched
Neuroactive ligand-receptor interaction,sorangutan,no_downstream,genes_with_shadow,0.0,no_downstream | genes_with_shadow,0,not_enriched
Neuroactive ligand-receptor interaction,sorangutan,genes_with_shadow,no_bg,1.0343,genes_with_shadow | no_bg,1,enriched
Neuroactive ligand-receptor interaction,sorangutan,genes_with_shadow,all_genes,0.0,genes_with_shadow | all_genes,0,not_enriched
Neuroactive ligand-receptor interaction,sorangutan,genes_with_shadow,genes_with_shadow,0.0,genes_with_shadow | genes_with_shadow,0,not_enriched
Neuroactive ligand-receptor interaction,sorangutan,genes_without_shadow,no_bg,0.0,genes_without_shadow | no_bg,0,not_enriched
Neuroactive ligand-receptor interaction,sorangutan,genes_without_shadow,all_genes,0.0,genes_without_shadow | all_genes,0,not_enriched
Neuroactive ligand-receptor interaction,sorangutan,genes_without_shadow,genes_with_shadow,0.0,genes_without_shadow | genes_with_shadow,0,not_enriched
Neuroactive ligand-receptor interaction,chimpanzee,symmetric_shadow,no_bg,0.0,symmetric_shadow | no_bg,0,not_enriched
Neuroactive ligand-receptor interaction,chimpanzee,symmetric_shadow,all_genes,0.0,symmetric_shadow | all_genes,0,not_enriched
