property,species,foreground,background,enrichment_quantity,fg_bg_pair,enriched,enrichment_state
Hepatitis B,sorangutan,no_downstream,all_genes,0.0,no_downstream | all_genes,0,not_enriched
Hepatitis B,sorangutan,no_downstream,genes_with_shadow,0.0,no_downstream | genes_with_shadow,0,not_enriched
Hepatitis B,sorangutan,genes_with_shadow,no_bg,0.0,genes_with_shadow | no_bg,0,not_enriched
Hepatitis B,sorangutan,genes_with_shadow,all_genes,0.0,genes_with_shadow | all_genes,0,not_enriched
Hepatitis B,sorangutan,genes_with_shadow,genes_with_shadow,0.0,genes_with_shadow | genes_with_shadow,0,not_enriched
Hepatitis B,sorangutan,genes_without_shadow,no_bg,0.0,genes_without_shadow | no_bg,0,not_enriched
Hepatitis B,sorangutan,genes_without_shadow,all_genes,0.0,genes_without_shadow | all_genes,0,not_enriched
Hepatitis B,sorangutan,genes_without_shadow,genes_with_shadow,0.0,genes_without_shadow | genes_with_shadow,0,not_enriched
Hepatitis B,chimpanzee,symmetric_shadow,no_bg,0.0,symmetric_shadow | no_bg,0,not_enriched
Hepatitis B,chimpanzee,symmetric_shadow,all_genes,0.0,symmetric_shadow | all_genes,0,not_enriched
Hepatitis B,chimpanzee,symmetric_shadow,genes_with_shadow,0.0,symmetric_shadow | genes_with_shadow,0,not_enriched
Hepatitis B,chimpanzee,no_upstream,no_bg,1.0287,no_upstream | no_bg,1,enriched
Hepatitis B,chimpanzee,no_upstream,all_genes,0.0,no_upstream | all_genes,0,not_enriched
Hepatitis B,chimpanzee,no_upstream,genes_with_shadow,0.0,no_upstream | genes_with_shadow,0,not_enriched
Hepatitis B,chimpanzee,no_downstream,no_bg,0.0,no_downstream | no_bg,0,not_enriched
Hepatitis B,chimpanzee,no_downstream,all_genes,0.0,no_downstream | all_genes,0,not_enriched
Hepatitis B,chimpanzee,no_downstream,genes_with_shadow,0.0,no_downstream | genes_with_shadow,0,not_enriched
Hepatitis B,chimpanzee,genes_with_shadow,no_bg,0.0,genes_with_shadow | no_bg,0,not_enriched
Hepatitis B,chimpanzee,genes_with_shadow,all_genes,0.0,genes_with_shadow | all_genes,0,not_enriched
Hepatitis B,chimpanzee,genes_with_shadow,genes_with_shadow,0.0,genes_with_shadow | genes_with_shadow,0,not_enriched
Hepatitis B,chimpanzee,genes_without_shadow,no_bg,0.0,genes_without_shadow | no_bg,0,not_enriched
Hepatitis B,chimpanzee,genes_without_shadow,all_genes,0.0,genes_without_shadow | all_genes,0,not_enriched
Hepatitis B,chimpanzee,genes_without_shadow,genes_with_shadow,0.0,genes_without_shadow | genes_with_shadow,0,not_enriched
Hepatitis B,human,symmetric_shadow,no_bg,0.0,symmetric_shadow | no_bg,0,not_enriched
Hepatitis B,human,symmetric_shadow,all_genes,0.0,symmetric_shadow | all_genes,0,not_enriched
Hepatitis B,human,symmetric_shadow,genes_with_shadow,0.0,symmetric_shadow | genes_with_shadow,0,not_enriched
Hepatitis B,human,no_upstream,no_bg,0.9965,no_upstream | no_bg,1,enriched
Hepatitis B,human,no_upstream,all_genes,0.0,no_upstream | all_genes,0,not_enriched
Hepatitis B,human,no_upstream,genes_with_shadow,0.0,no_upstream | genes_with_shadow,0,not_enriched
Hepatitis B,human,no_downstream,no_bg,0.0,no_downstream | no_bg,0,not_enriched
Hepatitis B,human,no_downstream,all_genes,0.0,no_downstream | all_genes,0,not_enriched
Hepatitis B,human,no_downstream,genes_with_shadow,0.0,no_downstream | genes_with_shadow,0,not_enriched
Hepatitis B,human,genes_with_shadow,no_bg,0.0,genes_with_shadow | no_bg,0,not_enriched
Hepatitis B,human,genes_with_shadow,all_genes,0.0,genes_with_shadow | all_genes,0,not_enriched
Hepatitis B,human,genes_with_shadow,genes_with_shadow,0.0,genes_with_shadow | genes_with_shadow,0,not_enriched
Hepatitis B,human,genes_without_shadow,no_bg,0.0,genes_without_shadow | no_bg,0,not_enriched
Hepatitis B,human,genes_without_shadow,all_genes,0.0,genes_without_shadow | all_genes,0,not_enriched
Hepatitis B,human,genes_without_shadow,genes_with_shadow,0.0,genes_without_shadow | genes_with_shadow,0,not_enriched
Hepatitis B,gibbon,symmetric_shadow,no_bg,0.0,symmetric_shadow | no_bg,0,not_enriched
Hepatitis B,gibbon,symmetric_shadow,all_genes,0.0,symmetric_shadow | all_genes,0,not_enriched
Hepatitis B,gibbon,symmetric_shadow,genes_with_shadow,0.0,symmetric_shadow | genes_with_shadow,0,not_enriched
Hepatitis B,gibbon,no_upstream,no_bg,1.0126,no_upstream | no_bg,1,enriched
Hepatitis B,gibbon,no_upstream,all_genes,0.9075,no_upstream | all_genes,1,enriched
Hepatitis B,gibbon,no_upstream,genes_with_shadow,0.0,no_upstream | genes_with_shadow,0,not_enriched
Hepatitis B,gibbon,no_downstream,no_bg,0.0,no_downstream | no_bg,0,not_enriched
Hepatitis B,gibbon,no_downstream,all_genes,0.0,no_downstream | all_genes,0,not_enriched
Hepatitis B,gibbon,no_downstream,genes_with_shadow,0.0,no_downstream | genes_with_shadow,0,not_enriched
Hepatitis B,gibbon,genes_with_shadow,no_bg,0.0,genes_with_shadow | no_bg,0,not_enriched
Hepatitis B,gibbon,genes_with_shadow,all_genes,0.0,genes_with_shadow | all_genes,0,not_enriched
Hepatitis B,gibbon,genes_with_shadow,genes_with_shadow,0.0,genes_with_shadow | genes_with_shadow,0,not_enriched
Hepatitis B,gibbon,genes_without_shadow,no_bg,0.0,genes_without_shadow | no_bg,0,not_enriched
Hepatitis B,gibbon,genes_without_shadow,all_genes,0.0,genes_without_shadow | all_genes,0,not_enriched
Hepatitis B,gibbon,genes_without_shadow,genes_with_shadow,0.0,genes_without_shadow | genes_with_shadow,0,not_enriched
Viral carcinogenesis,bonobo,symmetric_shadow,no_bg,0.0,symmetric_shadow | no_bg,0,not_enriched
Viral carcinogenesis,bonobo,symmetric_shadow,all_genes,0.0,symmetric_shadow | all_genes,0,not_enriched
Viral carcinogenesis,bonobo,symmetric_shadow,genes_with_shadow,0.0,symmetric_shadow | genes_with_shadow,0,not_enriched
Viral carcinogenesis,bonobo,no_upstream,no_bg,0.0,no_upstream | no_bg,0,not_enriched
Viral carcinogenesis,bonobo,no_upstream,all_genes,0.8453,no_upstream | all_genes,1,enriched
Viral carcinogenesis,bonobo,no_upstream,genes_with_shadow,0.8416,no_upstream | genes_with_shadow,1,enriched
Viral carcinogenesis,bonobo,no_downstream,no_bg,0.0,no_downstream | no_bg,0,not_enriched
Viral carcinogenesis,bonobo,no_downstream,all_genes,0.0,no_downstream | all_genes,0,not_enriched
Viral carcinogenesis,bonobo,no_downstream,genes_with_shadow,0.0,no_downstream | genes_with_shadow,0,not_enriched
Viral carcinogenesis,bonobo,genes_with_shadow,no_bg,0.0,genes_with_shadow | no_bg,0,not_enriched
Viral carcinogenesis,bonobo,genes_with_shadow,all_genes,0.0,genes_with_shadow | all_genes,0,not_enriched
Viral carcinogenesis,bonobo,genes_with_shadow,genes_with_shadow,0.0,genes_with_shadow | genes_with_shadow,0,not_enriched
Viral carcinogenesis,bonobo,genes_without_shadow,no_bg,0.0,genes_without_shadow | no_bg,0,not_enriched
Viral carcinogenesis,bonobo,genes_without_shadow,all_genes,0.0,genes_without_shadow | all_genes,0,not_enriched
Viral carcinogenesis,bonobo,genes_without_shadow,genes_with_shadow,0.0,genes_without_shadow | genes_with_shadow,0,not_enriched
Viral carcinogenesis,borangutan,symmetric_shadow,no_bg,0.0,symmetric_shadow | no_bg,0,not_enriched
Viral carcinogenesis,borangutan,symmetric_shadow,all_genes,0.0,symmetric_shadow | all_genes,0,not_enriched
Viral carcinogenesis,borangutan,symmetric_shadow,genes_with_shadow,0.0,symmetric_shadow | genes_with_shadow,0,not_enriched
Viral carcinogenesis,borangutan,no_upstream,no_bg,0.0,no_upstream | no_bg,0,not_enriched
Viral carcinogenesis,borangutan,no_upstream,all_genes,0.0,no_upstream | all_genes,0,not_enriched
Viral carcinogenesis,borangutan,no_upstream,genes_with_shadow,0.0,no_upstream | genes_with_shadow,0,not_enriched
Viral carcinogenesis,borangutan,no_downstream,no_bg,0.0,no_downstream | no_bg,0,not_enriched
Viral carcinogenesis,borangutan,no_downstream,all_genes,0.0,no_downstream | all_genes,0,not_enriched
Viral carcinogenesis,borangutan,no_downstream,genes_with_shadow,0.0,no_downstream | genes_with_shadow,0,not_enriched
Viral carcinogenesis,borangutan,genes_with_shadow,no_bg,0.0,genes_with_shadow | no_bg,0,not_enriched
Viral carcinogenesis,borangutan,genes_with_shadow,all_genes,0.0,genes_with_shadow | all_genes,0,not_enriched
Viral carcinogenesis,borangutan,genes_with_shadow,genes_with_shadow,0.0,genes_with_shadow | genes_with_shadow,0,not_enriched
Viral carcinogenesis,borangutan,genes_without_shadow,no_bg,0.0,genes_without_shadow | no_bg,0,not_enriched
Viral carcinogenesis,borangutan,genes_without_shadow,all_genes,0.0,genes_without_shadow | all_genes,0,not_enriched
Viral carcinogenesis,borangutan,genes_without_shadow,genes_with_shadow,0.0,genes_without_shadow | genes_with_shadow,0,not_enriched
Viral carcinogenesis,gorilla,symmetric_shadow,no_bg,0.0,symmetric_shadow | no_bg,0,not_enriched
Viral carcinogenesis,gorilla,symmetric_shadow,all_genes,0.0,symmetric_shadow | all_genes,0,not_enriched
Viral carcinogenesis,gorilla,symmetric_shadow,genes_with_shadow,0.0,symmetric_shadow | genes_with_shadow,0,not_enriched
Viral carcinogenesis,gorilla,no_upstream,no_bg,0.0,no_upstream | no_bg,0,not_enriched
Viral carcinogenesis,gorilla,no_upstream,all_genes,0.0,no_upstream | all_genes,0,not_enriched
Viral carcinogenesis,gorilla,no_upstream,genes_with_shadow,0.0,no_upstream | genes_with_shadow,0,not_enriched
Viral carcinogenesis,gorilla,no_downstream,no_bg,0.0,no_downstream | no_bg,0,not_enriched
Viral carcinogenesis,gorilla,no_downstream,all_genes,0.0,no_downstream | all_genes,0,not_enriched
Viral carcinogenesis,gorilla,no_downstream,genes_with_shadow,0.0,no_downstream | genes_with_shadow,0,not_enriched
Viral carcinogenesis,gorilla,genes_with_shadow,no_bg,0.0,genes_with_shadow | no_bg,0,not_enriched
Viral carcinogenesis,gorilla,genes_with_shadow,all_genes,0.0,genes_with_shadow | all_genes,0,not_enriched
Viral carcinogenesis,gorilla,genes_with_shadow,genes_with_shadow,0.0,genes_with_shadow | genes_with_shadow,0,not_enriched
Viral carcinogenesis,gorilla,genes_without_shadow,no_bg,0.0,genes_without_shadow | no_bg,0,not_enriched
Viral carcinogenesis,gorilla,genes_without_shadow,all_genes,0.0,genes_without_shadow | all_genes,0,not_enriched
Viral carcinogenesis,gorilla,genes_without_shadow,genes_with_shadow,0.0,genes_without_shadow | genes_with_shadow,0,not_enriched
Viral carcinogenesis,sorangutan,symmetric_shadow,no_bg,0.0,symmetric_shadow | no_bg,0,not_enriched
Viral carcinogenesis,sorangutan,symmetric_shadow,all_genes,0.0,symmetric_shadow | all_genes,0,not_enriched
Viral carcinogenesis,sorangutan,symmetric_shadow,genes_with_shadow,0.0,symmetric_shadow | genes_with_shadow,0,not_enriched
Viral carcinogenesis,sorangutan,no_upstream,no_bg,0.0,no_upstream | no_bg,0,not_enriched
Viral carcinogenesis,sorangutan,no_upstream,all_genes,0.0,no_upstream | all_genes,0,not_enriched
Viral carcinogenesis,sorangutan,no_upstream,genes_with_shadow,0.0,no_upstream | genes_with_shadow,0,not_enriched
Viral carcinogenesis,sorangutan,no_downstream,no_bg,0.0,no_downstream | no_bg,0,not_enriched
Viral carcinogenesis,sorangutan,no_downstream,all_genes,0.0,no_downstream | all_genes,0,not_enriched
Viral carcinogenesis,sorangutan,no_downstream,genes_with_shadow,0.0,no_downstream | genes_with_shadow,0,not_enriched
Viral carcinogenesis,sorangutan,genes_with_shadow,no_bg,0.0,genes_with_shadow | no_bg,0,not_enriched
Viral carcinogenesis,sorangutan,genes_with_shadow,all_genes,0.0,genes_with_shadow | all_genes,0,not_enriched
Viral carcinogenesis,sorangutan,genes_with_shadow,genes_with_shadow,0.0,genes_with_shadow | genes_with_shadow,0,not_enriched
Viral carcinogenesis,sorangutan,genes_without_shadow,no_bg,0.0,genes_without_shadow | no_bg,0,not_enriched
Viral carcinogenesis,sorangutan,genes_without_shadow,all_genes,0.0,genes_without_shadow | all_genes,0,not_enriched
Viral carcinogenesis,sorangutan,genes_without_shadow,genes_with_shadow,0.0,genes_without_shadow | genes_with_shadow,0,not_enriched
Viral carcinogenesis,chimpanzee,symmetric_shadow,no_bg,0.0,symmetric_shadow | no_bg,0,not_enriched
Viral carcinogenesis,chimpanzee,symmetric_shadow,all_genes,0.0,symmetric_shadow | all_genes,0,not_enriched
Viral carcinogenesis,chimpanzee,symmetric_shadow,genes_with_shadow,0.0,symmetric_shadow | genes_with_shadow,0,not_enriched
Viral carcinogenesis,chimpanzee,no_upstream,no_bg,0.0,no_upstream | no_bg,0,not_enriched
Viral carcinogenesis,chimpanzee,no_upstream,all_genes,0.0,no_upstream | all_genes,0,not_enriched
Viral carcinogenesis,chimpanzee,no_upstream,genes_with_shadow,0.0,no_upstream | genes_with_shadow,0,not_enriched
Viral carcinogenesis,chimpanzee,no_downstream,no_bg,0.0,no_downstream | no_bg,0,not_enriched
Viral carcinogenesis,chimpanzee,no_downstream,all_genes,0.0,no_downstream | all_genes,0,not_enriched
Viral carcinogenesis,chimpanzee,no_downstream,genes_with_shadow,0.0,no_downstream | genes_with_shadow,0,not_enriched
Viral carcinogenesis,chimpanzee,genes_with_shadow,no_bg,0.0,genes_with_shadow | no_bg,0,not_enriched
Viral carcinogenesis,chimpanzee,genes_with_shadow,all_genes,0.0,genes_with_shadow | all_genes,0,not_enriched
Viral carcinogenesis,chimpanzee,genes_with_shadow,genes_with_shadow,0.0,genes_with_shadow | genes_with_shadow,0,not_enriched
Viral carcinogenesis,chimpanzee,genes_without_shadow,no_bg,0.0,genes_without_shadow | no_bg,0,not_enriched
Viral carcinogenesis,chimpanzee,genes_without_shadow,all_genes,0.0,genes_without_shadow | all_genes,0,not_enriched
Viral carcinogenesis,chimpanzee,genes_without_shadow,genes_with_shadow,0.0,genes_without_shadow | genes_with_shadow,0,not_enriched
Viral carcinogenesis,human,symmetric_shadow,no_bg,0.0,symmetric_shadow | no_bg,0,not_enriched
Viral carcinogenesis,human,symmetric_shadow,all_genes,0.0,symmetric_shadow | all_genes,0,not_enriched
Viral carcinogenesis,human,symmetric_shadow,genes_with_shadow,0.0,symmetric_shadow | genes_with_shadow,0,not_enriched
Viral carcinogenesis,human,no_upstream,no_bg,0.0,no_upstream | no_bg,0,not_enriched
Viral carcinogenesis,human,no_upstream,all_genes,0.0,no_upstream | all_genes,0,not_enriched
Viral carcinogenesis,human,no_upstream,genes_with_shadow,0.0,no_upstream | genes_with_shadow,0,not_enriched
Viral carcinogenesis,human,no_downstream,no_bg,0.0,no_downstream | no_bg,0,not_enriched
Viral carcinogenesis,human,no_downstream,all_genes,0.0,no_downstream | all_genes,0,not_enriched
Viral carcinogenesis,human,no_downstream,genes_with_shadow,0.0,no_downstream | genes_with_shadow,0,not_enriched
Viral carcinogenesis,human,genes_with_shadow,no_bg,0.0,genes_with_shadow | no_bg,0,not_enriched
Viral carcinogenesis,human,genes_with_shadow,all_genes,0.0,genes_with_shadow | all_genes,0,not_enriched
Viral carcinogenesis,human,genes_with_shadow,genes_with_shadow,0.0,genes_with_shadow | genes_with_shadow,0,not_enriched
Viral carcinogenesis,human,genes_without_shadow,no_bg,0.0,genes_without_shadow | no_bg,0,not_enriched
Viral carcinogenesis,human,genes_without_shadow,all_genes,0.0,genes_without_shadow | all_genes,0,not_enriched
Viral carcinogenesis,human,genes_without_shadow,genes_with_shadow,0.0,genes_without_shadow | genes_with_shadow,0,not_enriched
Viral carcinogenesis,gibbon,symmetric_shadow,no_bg,0.0,symmetric_shadow | no_bg,0,not_enriched
Viral carcinogenesis,gibbon,symmetric_shadow,all_genes,0.0,symmetric_shadow | all_genes,0,not_enriched
Viral carcinogenesis,gibbon,symmetric_shadow,genes_with_shadow,0.0,symmetric_shadow | genes_with_shadow,0,not_enriched
Viral carcinogenesis,gibbon,no_upstream,no_bg,0.0,no_upstream | no_bg,0,not_enriched
Viral carcinogenesis,gibbon,no_upstream,all_genes,0.0,no_upstream | all_genes,0,not_enriched
Viral carcinogenesis,gibbon,no_upstream,genes_with_shadow,0.0,no_upstream | genes_with_shadow,0,not_enriched
Viral carcinogenesis,gibbon,no_downstream,no_bg,0.0,no_downstream | no_bg,0,not_enriched
Viral carcinogenesis,gibbon,no_downstream,all_genes,0.0,no_downstream | all_genes,0,not_enriched
Viral carcinogenesis,gibbon,no_downstream,genes_with_shadow,0.0,no_downstream | genes_with_shadow,0,not_enriched
Viral carcinogenesis,gibbon,genes_with_shadow,no_bg,0.0,genes_with_shadow | no_bg,0,not_enriched
Viral carcinogenesis,gibbon,genes_with_shadow,all_genes,0.0,genes_with_shadow | all_genes,0,not_enriched
Viral carcinogenesis,gibbon,genes_with_shadow,genes_with_shadow,0.0,genes_with_shadow | genes_with_shadow,0,not_enriched
Viral carcinogenesis,gibbon,genes_without_shadow,no_bg,0.0,genes_without_shadow | no_bg,0,not_enriched
Viral carcinogenesis,gibbon,genes_without_shadow,all_genes,0.0,genes_without_shadow | all_genes,0,not_enriched
Viral carcinogenesis,gibbon,genes_without_shadow,genes_with_shadow,0.0,genes_without_shadow | genes_with_shadow,0,not_enriched
Motor proteins,bonobo,symmetric_shadow,no_bg,0.8736,symmetric_shadow | no_bg,1,enriched
Motor proteins,bonobo,symmetric_shadow,all_genes,0.7951,symmetric_shadow | all_genes,1,enriched
Motor proteins,bonobo,symmetric_shadow,genes_with_shadow,0.7968,symmetric_shadow | genes_with_shadow,1,enriched
Motor proteins,bonobo,no_upstream,no_bg,0.9647,no_upstream | no_bg,1,enriched
Motor proteins,bonobo,no_upstream,all_genes,0.8781,no_upstream | all_genes,1,enriched
Motor proteins,bonobo,no_upstream,genes_with_shadow,0.88,no_upstream | genes_with_shadow,1,enriched
Motor proteins,bonobo,no_downstream,no_bg,0.0,no_downstream | no_bg,0,not_enriched
Motor proteins,bonobo,no_downstream,all_genes,0.0,no_downstream | all_genes,0,not_enriched
Motor proteins,bonobo,no_downstream,genes_with_shadow,0.0,no_downstream | genes_with_shadow,0,not_enriched
Motor proteins,bonobo,genes_with_shadow,no_bg,0.0,genes_with_shadow | no_bg,0,not_enriched
Motor proteins,bonobo,genes_with_shadow,all_genes,0.0,genes_with_shadow | all_genes,0,not_enriched
Motor proteins,bonobo,genes_with_shadow,genes_with_shadow,0.0,genes_with_shadow | genes_with_shadow,0,not_enriched
Motor proteins,bonobo,genes_without_shadow,no_bg,0.0,genes_without_shadow | no_bg,0,not_enriched
Motor proteins,bonobo,genes_without_shadow,all_genes,0.0,genes_without_shadow | all_genes,0,not_enriched
Motor proteins,bonobo,genes_without_shadow,genes_with_shadow,0.0,genes_without_shadow | genes_with_shadow,0,not_enriched
Motor proteins,borangutan,symmetric_shadow,no_bg,0.8342,symmetric_shadow | no_bg,1,enriched
Motor proteins,borangutan,symmetric_shadow,all_genes,0.7954,symmetric_shadow | all_genes,1,enriched
Motor proteins,borangutan,symmetric_shadow,genes_with_shadow,0.7953,symmetric_shadow | genes_with_shadow,1,enriched
Motor proteins,borangutan,no_upstream,no_bg,0.9589,no_upstream | no_bg,1,enriched
Motor proteins,borangutan,no_upstream,all_genes,0.9143,no_upstream | all_genes,1,enriched
Motor proteins,borangutan,no_upstream,genes_with_shadow,0.9141,no_upstream | genes_with_shadow,1,enriched
Motor proteins,borangutan,no_downstream,no_bg,0.0,no_downstream | no_bg,0,not_enriched
Motor proteins,borangutan,no_downstream,all_genes,0.0,no_downstream | all_genes,0,not_enriched
Motor proteins,borangutan,no_downstream,genes_with_shadow,0.0,no_downstream | genes_with_shadow,0,not_enriched
Motor proteins,borangutan,genes_with_shadow,no_bg,0.0,genes_with_shadow | no_bg,0,not_enriched
Motor proteins,borangutan,genes_with_shadow,all_genes,0.0,genes_with_shadow | all_genes,0,not_enriched
Motor proteins,borangutan,genes_with_shadow,genes_with_shadow,0.0,genes_with_shadow | genes_with_shadow,0,not_enriched
Motor proteins,borangutan,genes_without_shadow,no_bg,0.0,genes_without_shadow | no_bg,0,not_enriched
Motor proteins,borangutan,genes_without_shadow,all_genes,0.0,genes_without_shadow | all_genes,0,not_enriched
Motor proteins,borangutan,genes_without_shadow,genes_with_shadow,0.0,genes_without_shadow | genes_with_shadow,0,not_enriched
Motor proteins,gorilla,symmetric_shadow,no_bg,0.0,symmetric_shadow | no_bg,0,not_enriched
Motor proteins,gorilla,symmetric_shadow,all_genes,0.0,symmetric_shadow | all_genes,0,not_enriched
Motor proteins,gorilla,symmetric_shadow,genes_with_shadow,0.0,symmetric_shadow | genes_with_shadow,0,not_enriched
Motor proteins,gorilla,no_upstream,no_bg,0.0,no_upstream | no_bg,0,not_enriched
Motor proteins,gorilla,no_upstream,all_genes,0.8712,no_upstream | all_genes,1,enriched
Motor proteins,gorilla,no_upstream,genes_with_shadow,0.8661,no_upstream | genes_with_shadow,1,enriched
Motor proteins,gorilla,no_downstream,no_bg,0.0,no_downstream | no_bg,0,not_enriched
Motor proteins,gorilla,no_downstream,all_genes,0.0,no_downstream | all_genes,0,not_enriched
Motor proteins,gorilla,no_downstream,genes_with_shadow,0.0,no_downstream | genes_with_shadow,0,not_enriched
Motor proteins,gorilla,genes_with_shadow,no_bg,0.0,genes_with_shadow | no_bg,0,not_enriched
Motor proteins,gorilla,genes_with_shadow,all_genes,0.0,genes_with_shadow | all_genes,0,not_enriched
Motor proteins,gorilla,genes_with_shadow,genes_with_shadow,0.0,genes_with_shadow | genes_with_shadow,0,not_enriched
Motor proteins,gorilla,genes_without_shadow,no_bg,0.0,genes_without_shadow | no_bg,0,not_enriched
Motor proteins,gorilla,genes_without_shadow,all_genes,0.0,genes_without_shadow | all_genes,0,not_enriched
Motor proteins,gorilla,genes_without_shadow,genes_with_shadow,0.0,genes_without_shadow | genes_with_shadow,0,not_enriched
Motor proteins,sorangutan,symmetric_shadow,no_bg,0.8118,symmetric_shadow | no_bg,1,enriched
Motor proteins,sorangutan,symmetric_shadow,all_genes,0.7635,symmetric_shadow | all_genes,1,enriched
Motor proteins,sorangutan,symmetric_shadow,genes_with_shadow,0.0,symmetric_shadow | genes_with_shadow,0,not_enriched
Motor proteins,sorangutan,no_upstream,no_bg,0.9998,no_upstream | no_bg,1,enriched
Motor proteins,sorangutan,no_upstream,all_genes,0.9402,no_upstream | all_genes,1,enriched
Motor proteins,sorangutan,no_upstream,genes_with_shadow,0.9379,no_upstream | genes_with_shadow,1,enriched
Motor proteins,sorangutan,no_downstream,no_bg,0.0,no_downstream | no_bg,0,not_enriched
Motor proteins,sorangutan,no_downstream,all_genes,0.0,no_downstream | all_genes,0,not_enriched
Motor proteins,sorangutan,no_downstream,genes_with_shadow,0.0,no_downstream | genes_with_shadow,0,not_enriched
Motor proteins,sorangutan,genes_with_shadow,no_bg,0.0,genes_with_shadow | no_bg,0,not_enriched
Motor proteins,sorangutan,genes_with_shadow,all_genes,0.0,genes_with_shadow | all_genes,0,not_enriched
Motor proteins,sorangutan,genes_with_shadow,genes_with_shadow,0.0,genes_with_shadow | genes_with_shadow,0,not_enriched
Motor proteins,sorangutan,genes_without_shadow,no_bg,0.0,genes_without_shadow | no_bg,0,not_enriched
Motor proteins,sorangutan,genes_without_shadow,all_genes,0.0,genes_without_shadow | all_genes,0,not_enriched
Motor proteins,sorangutan,genes_without_shadow,genes_with_shadow,0.0,genes_without_shadow | genes_with_shadow,0,not_enriched
Motor proteins,chimpanzee,symmetric_shadow,no_bg,0.9135,symmetric_shadow | no_bg,1,enriched
Motor proteins,chimpanzee,symmetric_shadow,all_genes,0.8351,symmetric_shadow | all_genes,1,enriched
Motor proteins,chimpanzee,symmetric_shadow,genes_with_shadow,0.8319,symmetric_shadow | genes_with_shadow,1,enriched
Motor proteins,chimpanzee,no_upstream,no_bg,1.027,no_upstream | no_bg,1,enriched
Motor proteins,chimpanzee,no_upstream,all_genes,0.9389,no_upstream | all_genes,1,enriched
Motor proteins,chimpanzee,no_upstream,genes_with_shadow,0.9352,no_upstream | genes_with_shadow,1,enriched
Motor proteins,chimpanzee,no_downstream,no_bg,0.0,no_downstream | no_bg,0,not_enriched
Motor proteins,chimpanzee,no_downstream,all_genes,0.0,no_downstream | all_genes,0,not_enriched
Motor proteins,chimpanzee,no_downstream,genes_with_shadow,0.0,no_downstream | genes_with_shadow,0,not_enriched
Motor proteins,chimpanzee,genes_with_shadow,no_bg,0.0,genes_with_shadow | no_bg,0,not_enriched
Motor proteins,chimpanzee,genes_with_shadow,all_genes,0.0,genes_with_shadow | all_genes,0,not_enriched
Motor proteins,chimpanzee,genes_with_shadow,genes_with_shadow,0.0,genes_with_shadow | genes_with_shadow,0,not_enriched
Motor proteins,chimpanzee,genes_without_shadow,no_bg,0.0,genes_without_shadow | no_bg,0,not_enriched
Motor proteins,chimpanzee,genes_without_shadow,all_genes,0.0,genes_without_shadow | all_genes,0,not_enriched
Motor proteins,chimpanzee,genes_without_shadow,genes_with_shadow,0.0,genes_without_shadow | genes_with_shadow,0,not_enriched
Motor proteins,human,symmetric_shadow,no_bg,1.0377,symmetric_shadow | no_bg,1,enriched
Motor proteins,human,symmetric_shadow,all_genes,0.9475,symmetric_shadow | all_genes,1,enriched
Motor proteins,human,symmetric_shadow,genes_with_shadow,0.9451,symmetric_shadow | genes_with_shadow,1,enriched
Motor proteins,human,no_upstream,no_bg,1.0777,no_upstream | no_bg,1,enriched
Motor proteins,human,no_upstream,all_genes,0.9847,no_upstream | all_genes,1,enriched
Motor proteins,human,no_upstream,genes_with_shadow,0.9822,no_upstream | genes_with_shadow,1,enriched
Motor proteins,human,no_downstream,no_bg,0.0,no_downstream | no_bg,0,not_enriched
Motor proteins,human,no_downstream,all_genes,0.0,no_downstream | all_genes,0,not_enriched
Motor proteins,human,no_downstream,genes_with_shadow,0.0,no_downstream | genes_with_shadow,0,not_enriched
Motor proteins,human,genes_with_shadow,no_bg,0.0,genes_with_shadow | no_bg,0,not_enriched
Motor proteins,human,genes_with_shadow,all_genes,0.0,genes_with_shadow | all_genes,0,not_enriched
Motor proteins,human,genes_with_shadow,genes_with_shadow,0.0,genes_with_shadow | genes_with_shadow,0,not_enriched
Motor proteins,human,genes_without_shadow,no_bg,0.0,genes_without_shadow | no_bg,0,not_enriched
Motor proteins,human,genes_without_shadow,all_genes,0.0,genes_without_shadow | all_genes,0,not_enriched
Motor proteins,human,genes_without_shadow,genes_with_shadow,0.0,genes_without_shadow | genes_with_shadow,0,not_enriched
Motor proteins,gibbon,symmetric_shadow,no_bg,0.8046,symmetric_shadow | no_bg,1,enriched
Motor proteins,gibbon,symmetric_shadow,all_genes,0.7521,symmetric_shadow | all_genes,1,enriched
Motor proteins,gibbon,symmetric_shadow,genes_with_shadow,0.7544,symmetric_shadow | genes_with_shadow,1,enriched
Motor proteins,gibbon,no_upstream,no_bg,0.0,no_upstream | no_bg,0,not_enriched
Motor proteins,gibbon,no_upstream,all_genes,0.8675,no_upstream | all_genes,1,enriched
Motor proteins,gibbon,no_upstream,genes_with_shadow,0.8701,no_upstream | genes_with_shadow,1,enriched
Motor proteins,gibbon,no_downstream,no_bg,0.0,no_downstream | no_bg,0,not_enriched
Motor proteins,gibbon,no_downstream,all_genes,0.0,no_downstream | all_genes,0,not_enriched
Motor proteins,gibbon,no_downstream,genes_with_shadow,0.0,no_downstream | genes_with_shadow,0,not_enriched
Motor proteins,gibbon,genes_with_shadow,no_bg,0.0,genes_with_shadow | no_bg,0,not_enriched
Motor proteins,gibbon,genes_with_shadow,all_genes,0.0,genes_with_shadow | all_genes,0,not_enriched
